id,title,url,is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,is_wishlisted,num_published_lectures,num_published_practice_tests,created,published_time,discount_price__amount,discount_price__currency,discount_price__price_string,price_detail__amount,price_detail__currency,price_detail__price_string
1788220,Scrivener 3 Essentials: From A-Z | For Busy Writers,/course/scrivener-3-essentials-from-a-z/,True,123,3.9375,3.55332,3.55332,8,False,73,0,2018-07-08T13:30:20Z,2018-07-19T00:43:18Z,455.0,INR,₹455,6400.0,INR,"₹6,400"
1789502,Depreciation Calculation & Fixed Assets- Presentations Only,/course/depreciation-calculation-fixed-assets-presentations-only/,True,649,4.42857,4.38676,4.38676,7,False,32,0,2018-07-09T09:47:03Z,2018-07-16T18:54:28Z,455.0,INR,₹455,1920.0,INR,"₹1,920"
1808436,Interpreting Financial Statements,/course/interpreting-financial-statements/,True,34,4.65,4.63941,4.63941,10,False,18,0,2018-07-19T20:13:16Z,2018-07-20T16:06:13Z,455.0,INR,₹455,3840.0,INR,"₹3,840"
1812448,Corporation Accounting-Excel Practice Problems Only,/course/corporation-accounting-excel-practice-problems-only/,True,855,3.25,3.09295,3.09295,2,False,23,0,2018-07-22T05:30:32Z,2018-08-16T19:14:11Z,455.0,INR,₹455,2240.0,INR,"₹2,240"
1812826,Fix & Flip Real Estate - Beginner to Pro,/course/real-estate-fix-flip-masterclass/,True,4332,2.35,2.36562,2.36562,14,False,54,0,2018-07-22T10:48:12Z,2018-10-11T20:52:58Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
1816522,How to be an Intelligent Investor,/course/how-to-be-an-intelligent-investor/,True,13,4.0,4.0,4.0,1,False,15,0,2018-07-24T06:20:30Z,2018-07-27T19:34:53Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
1887664,Challenging inappropriate behaviour in the workplace,/course/challenging-behaviour-bullying-harassment/,True,659,4.3125,4.24553,4.24553,8,False,18,0,2018-08-31T13:08:13Z,2018-10-23T17:27:06Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
1898078,How to Communicate Effectively in Your Business,/course/how-to-communicate-effectively-in-your-business/,True,74,4.2,4.19633,4.19633,41,False,6,0,2018-09-06T09:10:00Z,2019-09-06T17:57:42Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
1915636,Lead Generation: How to Capture Leads to Convert in Sales,/course/lead-generation-sales/,True,3696,4.25,4.21377,4.21377,34,False,19,0,2018-09-16T15:44:10Z,2018-09-18T00:44:48Z,455.0,INR,₹455,2560.0,INR,"₹2,560"
1937272,Investieren in Hochdividendenwerte,/course/investieren-in-hochdividendenwerte/,True,248,3.55,3.59864,3.59864,65,False,15,0,2018-09-28T14:00:12Z,2018-10-15T08:40:12Z,455.0,INR,₹455,1600.0,INR,"₹1,600"
1947626,Bootcamp To Technical Analysis,/course/bootcamp-to-technical-analysis/,True,15,4.5,4.5,4.5,2,False,8,0,2018-10-04T08:41:40Z,2018-10-09T02:46:41Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
1988788,BMV Property Lead Generation,/course/bmv-property-lead-generation/,True,1892,4.25,4.0055,4.0055,8,False,25,0,2018-10-25T16:32:04Z,2019-01-10T19:46:55Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
1993820,Apprendre la comptabilité générale,/course/apprendre-la-comptabilite/,True,1101,4.2234,4.17568,4.17568,229,False,29,0,2018-10-28T12:56:43Z,2018-11-08T21:45:02Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
1996512,Tableau 2020 NEW Course For Non-Technical Backgrounds!,/course/tableau-for-non-technical-backgrounds/,True,1957,4.6,4.82215,4.82215,89,False,26,0,2018-10-29T21:28:36Z,2020-01-15T19:24:58Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2000550,How to Work from Home Flipping Furniture,/course/how-to-work-from-home-flipping-furniture/,True,132,3.25,3.34161,3.34161,26,False,13,0,2018-10-31T19:50:56Z,2018-12-03T01:32:56Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
2052023,Accounter Live - Master the Accounting Software,/course/accounter-live-master-the-accounting-software/,True,3378,3.5,4.45098,4.45098,2,False,39,0,2018-11-27T11:08:04Z,2018-11-29T16:22:59Z,455.0,INR,₹455,6400.0,INR,"₹6,400"
2132132,How to Prepare Financial Statements for Indian Companies,/course/how-to-prepare-financial-statements-for-companies/,True,13,4.5,4.5,4.5,2,False,18,0,2019-01-06T14:23:48Z,2019-01-13T23:00:35Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2135072,Revealed: Data Consolidations with Microsoft Power BI Tools,/course/financial-data-consolidations-with-microsoft-power-products/,True,79,4.4,4.43583,4.43583,10,False,30,0,2019-01-07T18:44:39Z,2019-01-15T18:29:33Z,455.0,INR,₹455,4480.0,INR,"₹4,480"
2200704,Business Growth Strategies: Diversification Strategy,/course/diversification-strategy/,True,2428,3.5,3.57686,3.57686,7,False,8,0,2019-02-06T07:49:49Z,2019-05-27T02:21:24Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2207036,How to Podcast Without Wasting Your Time,/course/how-to-podcast-without-wasting-your-time/,True,56,4.2,4.22698,4.22698,10,False,56,0,2019-02-08T19:48:14Z,2019-03-11T23:16:43Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2217022,Certified Internal Auditor (CIA) - Part 3 practice exams,/course/certified-internal-auditor-cia-part-3-practice-exams/,True,59,3.35,3.24225,3.24225,12,False,0,3,2019-02-13T11:51:45Z,2019-02-13T12:14:59Z,455.0,INR,₹455,1920.0,INR,"₹1,920"
2256866,HOW TO FILE GSTR1 RETURN & HOW TO CALCULATE VALUE FOR GSTR-1,/course/how-to-file-gstr1-return-for-working-professionals-hindi/,True,8,5.0,5.0,5.0,1,False,9,0,2019-03-06T08:46:23Z,2019-04-02T21:23:29Z,455.0,INR,₹455,5760.0,INR,"₹5,760"
2260852,Automatisches Trading - Strategieentwicklung und -ausführung,/course/automatisches-trading-strategieentwicklung-und-ausfuhrung/,True,353,4.1,4.1022,4.1022,41,False,16,0,2019-03-08T11:29:01Z,2019-03-12T19:11:40Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
2262700,Jak zarabiać w internecie w 2020 roku?,/course/jak-zarabiac-w-internecie-w-2019-roku/,True,123,3.75,3.36965,3.36965,24,False,18,0,2019-03-09T13:21:02Z,2019-07-10T04:53:56Z,455.0,INR,₹455,7040.0,INR,"₹7,040"
2275627,Investir na Bolsa de Valores: DayTrade na Prática,/course/daytrade/,True,2,0.0,0.0,0.0,0,False,39,0,2019-03-17T02:30:51Z,2019-03-19T13:24:45Z,,,,12800.0,INR,"₹12,800"
2329276,Millennia Business Academy - Time Engineering,/course/millennia-business-academy-time-engineering/,True,12,4.83333,4.82719,4.82719,3,False,13,0,2019-04-19T09:27:27Z,2019-04-25T21:20:29Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2351866,Certified Quality Auditor Training,/course/certified-quality-auditor-training/,True,1073,4.34783,4.34868,4.34868,242,False,106,0,2019-05-04T04:21:44Z,2019-08-29T01:58:07Z,3200.0,INR,"₹3,200",8640.0,INR,"₹8,640"
2352744,Mentalidad financiera con coaching creativo - Neurocoaching,/course/mentalidad-financiera-con-coaching-creativo-neurocoaching/,True,124,4.5,4.5,4.5,1,False,10,0,2019-05-04T19:56:02Z,2019-05-07T16:26:12Z,455.0,INR,₹455,2240.0,INR,"₹2,240"
2373304,The Sprint - design and test products like Google in 5 days,/course/the-google-design-sprint-design-prototype-and-test-products-in-5-days/,True,5821,3.85,3.78203,3.78203,36,False,36,0,2019-05-18T13:35:46Z,2019-06-18T22:03:52Z,455.0,INR,₹455,1600.0,INR,"₹1,600"
2378378,Time Value of Money & Capital Budgeting - Present Value,/course/time-value-of-money-capital-budgeting-present-value/,True,24579,3.88889,4.05945,4.05945,82,False,129,0,2019-05-21T20:17:47Z,2019-05-23T18:08:01Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2417902,Maliyet Muhasebesi,/course/100-soruda-maliyet-muhasebesi/,True,99,4.3,4.19712,4.19712,16,False,102,0,2019-06-17T19:34:54Z,2019-08-19T11:18:12Z,455.0,INR,₹455,4800.0,INR,"₹4,800"
2447450,Value Investing - Evaluate stocks like Warren Buffett,/course/value-investing-evaluate-stocks-like-warren-buffett/,True,209,3.66667,3.64305,3.64305,3,False,15,0,2019-07-07T08:12:57Z,2019-07-26T16:01:36Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2456692,Selling on Amazon FBA Masterclass: Private Label Handbook,/course/amazon-fba-to-z/,True,5432,4.65,4.7941,4.7941,74,False,52,0,2019-07-12T21:04:29Z,2019-07-17T16:23:39Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2462570,5. APICS CPIM Practice Questions (200 Questions),/course/apics-cpim-practice-tests5/,True,23,4.0,4.20583,4.20583,4,False,0,3,2019-07-16T19:47:31Z,2019-07-18T18:20:14Z,455.0,INR,₹455,4800.0,INR,"₹4,800"
2493980,How To Get A Book Deal From A Publisher To Be Sold In Stores,/course/how-to-get-a-book-deal-from-a-publisher-to-be-sold-in-stores/,True,392,4.42857,4.35166,4.35166,7,False,24,0,2019-08-04T23:08:38Z,2019-08-15T15:44:45Z,455.0,INR,₹455,1920.0,INR,"₹1,920"
2503902,"Hotel Management - Budgeting, Forecasting and Business Plan",/course/hotel-management-budgeting-forecasting-and-business-plan/,True,140,3.85,4.08759,4.08759,38,False,11,0,2019-08-11T04:11:29Z,2019-08-13T16:58:02Z,455.0,INR,₹455,2560.0,INR,"₹2,560"
2522582,"Marketing Customer Analytics, Segmentation, and Targeting",/course/learn-customer-analytics-market-segmentation-and-targeting/,True,712,3.75,3.71879,3.71879,181,False,17,0,2019-08-22T23:44:38Z,2019-09-06T20:39:37Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2553157,Customer Service: The Six Things That All Clients Want,/course/the-6-things-that-customers-want/,True,2190,4.45,4.64267,4.64267,12,False,9,0,2019-09-10T18:02:48Z,2019-10-04T20:31:33Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
2559500,Business Analysis and Strategy Analysis (IIBA - ECBA),/course/business-analysis-and-strategy-analysis-iiba-ecba/,True,8388,4.00581,4.02743,4.02743,94,False,32,0,2019-09-14T16:12:49Z,2019-09-29T20:30:27Z,455.0,INR,₹455,6400.0,INR,"₹6,400"
2576912,FINANCIAL MANAGEMENT [F9] ACCA,/course/working-capital-management-acca-financial-management-f9/,True,14,5.0,5.0,5.0,1,False,19,0,2019-09-25T13:44:13Z,2020-07-22T17:56:45Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2600864,ACCA MA (F2) A Complete Course on Management Accounting,/course/acca-ma-f2-management-accounting/,True,75,4.3,4.30398,4.30398,19,False,86,0,2019-10-10T19:03:31Z,2020-01-09T02:06:08Z,,,,1920.0,INR,"₹1,920"
2651258,The Complete Affiliate Marketing Course for 2020,/course/online-business-from-home-2020-affiliate-marketing-2020/,True,1200,4.75,4.59369,4.59369,6,False,15,0,2019-11-11T20:05:03Z,2020-01-28T15:42:10Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2652702,Curso de Inversión en Bolsa (Trading),/course/curso-de-inversion-en-bolsa-trading/,True,26,4.5,4.35589,4.35589,5,False,7,0,2019-11-12T16:43:00Z,2019-11-14T18:49:19Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2705666,The complete guide to bookkeeping for small business owners,/course/the-complete-guide-to-bookkeeping-for-small-business-owners/,True,27,3.5,3.5462,3.5462,5,False,9,0,2019-12-14T19:27:52Z,2019-12-19T21:14:53Z,455.0,INR,₹455,1600.0,INR,"₹1,600"
2718404,Analise Técnica e Inteligência Artificial para Investimentos,/course/analise-tecnica-e-inteligencia-artificial-para-investimentos/,True,1305,4.31818,4.31391,4.31391,135,False,51,0,2019-12-23T13:28:07Z,2020-01-12T20:35:08Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2738532,PayPal от А до Я,/course/paypalru/,True,3,0.0,0.0,0.0,0,False,12,0,2020-01-04T16:35:56Z,2020-01-14T18:25:50Z,,,,1280.0,INR,"₹1,280"
2743836,Derivatives Trading Course For Beginners Deeply Explained,/course/derivatives-trading-course-for-beginners-deeply-explained/,True,42,4.16667,4.12187,4.12187,9,False,25,0,2020-01-07T09:31:57Z,2020-01-07T17:35:11Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2751366,Professional Forex Trading (เทคนิคการเทรด Forex แบบมืออาชีพ),/course/forexpro/,True,10,3.75,3.65265,3.65265,4,False,9,0,2020-01-10T15:05:38Z,2020-01-22T19:43:59Z,455.0,INR,₹455,5440.0,INR,"₹5,440"
2772516,"Risk Based AML, KYC and Compliance",/course/risk-based-aml-kyc-and-compliance/,True,314,4.25,4.24644,4.24644,141,False,10,1,2020-01-22T05:33:16Z,2020-02-05T17:42:01Z,455.0,INR,₹455,6720.0,INR,"₹6,720"
2836700,Alibaba - Complete Master Guide For Importing Products,/course/alibaba-complete-master-guide-for-importing-products-g/,True,40,4.71429,4.7286,4.7286,7,False,52,0,2020-02-26T05:43:08Z,2020-04-03T17:12:38Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2906878,Introduction to Agile Project Management,/course/introduction-to-agile-project-management-y/,True,13,4.5,4.52585,4.52585,3,False,27,2,2020-03-24T15:17:06Z,2020-03-30T19:29:50Z,455.0,INR,₹455,3840.0,INR,"₹3,840"
2907194,Understanding HIPAA Compliance,/course/understanding-hipaa-compliance/,True,6802,4.26087,4.11173,4.11173,45,False,11,0,2020-03-24T16:46:15Z,2020-03-27T16:26:02Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
2907376,Personal Budgeting - Simplified,/course/personal-budgeting-simplified/,True,15,4.83333,4.82916,4.82916,3,False,10,0,2020-03-24T17:33:39Z,2020-03-31T15:13:51Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2924132,LA BOLSA DESDE CERO: Instrumentos argentinos de inversión,/course/la-bolsa-desde-cero/,True,76,4.48718,4.47216,4.47216,40,False,47,0,2020-03-28T14:30:18Z,2020-08-06T22:09:48Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
2947254,Charts Sniper - ThinkorSwim Platform Setup,/course/charts-sniper-thinkorswim-platform-setup/,False,1210,3.92857,4.08557,4.08557,25,False,6,0,2020-04-02T06:47:45Z,2020-04-04T17:31:51Z,,,,,,
2953008,Introduction to Business Analytics,/course/applied-business-analytics/,True,57,4.28571,4.15429,4.15429,8,False,39,1,2020-04-03T12:39:08Z,2020-06-12T20:18:48Z,455.0,INR,₹455,5760.0,INR,"₹5,760"
2961922,Day Trading Masterclass For Traders & Investors (NEW 2020),/course/day-trading-masterclass/,True,1563,4.33951,4.15426,4.15426,84,False,81,0,2020-04-05T16:47:55Z,2020-06-04T23:56:41Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
2967896,Complete Sports Cards Collecting and Investing Guide,/course/complete-sports-cards-collecting-investing-guide/,True,100,4.4,4.39433,4.39433,19,False,43,0,2020-04-07T00:57:08Z,2020-04-10T19:19:28Z,455.0,INR,₹455,6080.0,INR,"₹6,080"
2969556,Risk Management With Monte Carlo Analysis,/course/risk-management-with-monte-carlo-analysis/,True,48,4.0,3.95071,3.95071,15,False,13,0,2020-04-07T11:00:11Z,2020-04-13T14:40:29Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
3051044,The Complete Tally ERP Course : Step By Step practical -2020,/course/tally-erp-gst-step-by-step-guide/,True,1,3.0,3.0,3.0,1,False,24,1,2020-04-25T15:19:11Z,2020-05-15T22:37:54Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
3099476,Economía para dummies [GRATIS](Emprendedores/bolsa),/course/curso-economia-gratis/,False,1106,3.97222,4.00942,4.00942,30,False,7,0,2020-05-07T10:00:40Z,2020-05-14T17:53:18Z,,,,,,
3105528,"Send Quick, Accurate Construction Estimates",/course/send-quick-accurate-construction-estimates/,True,54,4.72222,4.72803,4.72803,9,False,34,0,2020-05-08T20:23:47Z,2020-06-07T20:03:11Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
3110348,"Menu Engineering - Calculations, Strategies & Interpretation",/course/menu-engineering-calculations-strategies-interpretation/,True,4906,3.3,3.43342,3.43342,12,False,16,0,2020-05-10T07:27:07Z,2020-05-15T20:48:57Z,455.0,INR,₹455,3200.0,INR,"₹3,200"
3172616,Robotic Process Automation:  Process Discovery for Finance,/course/robotic-process-automation-process-discovery-for-finance/,True,9,3.25,3.25832,3.25832,2,False,8,0,2020-05-27T00:08:27Z,2020-06-03T02:20:11Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
3185184,Be the Boss in One Note from Scratch,/course/expert-onenote/,True,603,4.28571,3.47221,3.47221,7,False,31,0,2020-05-30T09:47:15Z,2020-06-11T20:20:28Z,455.0,INR,₹455,2560.0,INR,"₹2,560"
3189434,Aprendiendo Inteligencia Financiera,/course/aprendiendo-inteligencia-financiera/,True,22,4.66667,4.71287,4.71287,3,False,23,0,2020-05-31T16:36:36Z,2020-07-18T20:01:07Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
3207279,Curso de FOREX TRADING: Técnico + Fundamental + Psicología,/course/curso-de-forex-trading-curso-completo-sesion-online/,True,0,0.0,0.0,0.0,0,False,14,0,2020-06-05T17:22:03Z,2020-06-26T19:25:36Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
3214333,Apartment Locating Mini-Course (Real Estate Agents),/course/advanced-apartment-locating-mini-course/,True,37,4.4,4.51947,4.51947,10,False,15,0,2020-06-08T00:25:49Z,2020-07-03T03:31:40Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
3215905,Auditing Financial Statements | Practical Course | [Arabic],/course/auditing-financial-statements-practical-course/,True,1055,4.8,4.82943,4.82943,5,False,48,0,2020-06-08T13:43:58Z,2020-07-06T03:28:22Z,455.0,INR,₹455,4480.0,INR,"₹4,480"
3276820,CSMath: Make Data-Driven Decisions in Customer Success,/course/csmath-make-data-driven-decisions/,True,22,4.75,4.42835,4.42835,4,False,10,0,2020-06-28T01:06:14Z,2020-07-04T23:21:04Z,,,,9600.0,INR,"₹9,600"
3377594,Personal Finance Masterclass,/course/personal-finance-z/,False,401,4.0,4.0,4.0,1,False,9,0,2020-07-29T23:34:02Z,2020-08-07T09:16:56Z,,,,,,
3391422,"Meistere deine Finanzen - Geld verdienen, sparen, vermehren",/course/meistere-deine-finanzen-geld-verdienen-sparen-vermehren/,True,10,4.0,4.16696,4.16696,3,False,27,0,2020-08-04T06:25:23Z,2020-08-06T17:33:53Z,455.0,INR,₹455,6080.0,INR,"₹6,080"
3392160,How to start investing in property?,/course/how-to-start-investing-in-property/,True,1058,4.45,4.52666,4.52666,10,False,9,0,2020-08-04T11:36:56Z,2020-08-09T02:41:56Z,455.0,INR,₹455,5760.0,INR,"₹5,760"
3397590,Preparing financial statements (in Arabic),/course/preparing-financial-statements/,True,3619,4.39474,4.46048,4.46048,44,False,8,0,2020-08-06T09:28:29Z,2020-08-11T09:30:25Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
3407372,IQ Option Secrets Revealed: My 1 HR/Day Never Losing Formula,/course/iqoptionsecretsrevealed/,True,25,4.83333,4.77821,4.77821,4,False,14,0,2020-08-10T07:47:58Z,2020-08-20T02:58:22Z,455.0,INR,₹455,8640.0,INR,"₹8,640"
3434380,Practical filing of GST Annual Return for Composition Dealer,/course/practical-filing-of-gst-annual-return-for-composition-dealer/,True,1,0.0,0.0,0.0,0,False,6,0,2020-08-20T08:13:54Z,2020-08-24T15:51:08Z,455.0,INR,₹455,1280.0,INR,"₹1,280"
